Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
Charli xcx - Boys,4,,113,,4286210,14343241
R3HAB - I Just Can't,4,,160,,3744346,14324209
J. Cole - Ville Mentality,2,,30,,10551766,14301738
Lil Uzi Vert - Flooded The Face,1,,42,,14292772,14292772
Pop Smoke - Gangstas,2,,53,,9183170,14287592
RM - Come back to me,1,,62,,14286069,14286069
Pop Smoke - Bout A Million,2,,65,,8961078,14276812
347aidan - Dancing in My Room,3,,190,,4914093,14275400
Taylor Swift - False God,2,,52,,9734393,14264572
Internet Money - Somebody,3,,157,,4916477,14263007
The Weeknd - Dawn FM,1,,27,,14262747,14262747
Joji - YUKON (INTERLUDE),2,,149,,7457840,14250599
Paulo Londra - Party en el Barrio,2,,104,,8123822,14247420
Drake - Calling My Name,1,,30,,14240967,14240967
Dean Lewis - 7 Minutes,3,,164,,5133614,14238113
Bad Bunny - P FKN R,2,,99,,8195948,14237075
The Weeknd - Prisoner,6,,57,,3965471,14236903
Ariana Grande - the light is coming,2,,65,,7608335,14228291
Yeat - Talk,2,,138,,7153877,14225246
Michael Jackson - Don't Stop 'Til You Get Enough - Single Version,1,,58,,14224618,14224618
Polo G - No Return,2,,66,,9020410,14209837
5 Seconds of Summer - No Shame,2,,67,,8367932,14203192
Lil Tjay - Beat the Odds,2,,97,,7993576,14198518
Bad Bunny - VUELVE CANDY B,1,,52,,14184763,14184763
Travis Scott - PARASAIL,1,,57,,14154074,14154074
Naomi Scott - Speechless (Full),3,,166,,4823213,14147192
Capital Bra - Wir ticken,2,,67,,8312433,14135864
Drake - Tried Our Best,1,,49,,14135281,14135281
Kendrick Lamar - Rich - Interlude,1,,41,,14123144,14123144
Taylor Swift - Timeless (Taylorâs Version) (From The Vault),1,,59,,14112685,14112685
Playboi Carti - CHARGE DEM HOES A FEE,1,,72,,14111596,14111596
El Alfa - Singapur,3,,179,,4750473,14088650
Drake - What Would Pluto Do,1,,51,,14086710,14086710
Amy Grant - White Christmas,2,,129,,7238181,14074798
Lady Gaga - Vanish Into You,1,,59,,14062926,14062926
Iggy Azalea - Beg For It,10,,103,,1696530,14053479
J. Cole - p u n c h i n â . t h e . c l o c k,1,,32,,14051831,14051831
The Moonglows - Hey Santa Claus,1,,79,,14034198,14034198
The Weeknd - I Heard Youâre Married,1,,28,,14029224,14029224
One Direction - If I Could Fly,4,,40,,6299535,14027096
Taylor Swift - Last Kiss (Taylor's Version),1,,62,,14024354,14024354
Meghan Trainor - No Good For You,7,,73,,2524721,14022729
The Chainsmokers - High,2,,70,,8065003,14022329
Bad Bunny - BATICANO,1,,54,,14022147,14022147
Ed Sheeran - 2step,2,,57,,8704504,13999532
The Weavers - We Wish You A Merry Christmas,1,,108,,13997791,13997791
Hotel Ugly - Shut up My Moms Calling - (Sped Up),2,,181,,7108556,13994468
BeyoncÃ© - BLACKBIIRD,1,,55,,13991860,13991860
Coldplay - Fix You,14,,165,,1815481,13983693
Stray Kids - Do It,1,,42,,13973712,13973712
Eminem - Lucifer,1,,63,,13939297,13939297
Justin Bieber - Trust,5,,68,,4460408,13930831
Marshmello - Project Dreams,3,,153,,4870852,13922154
Drake - Get Along Better,1,,42,,13919809,13919809
Playboi Carti - I SEEEEEE YOU BABY BOI,1,,74,,13914672,13914672
Panic! At The Disco - Say Amen (Saturday Night),3,,109,,5428071,13912659
Camila Cabello - psychofreak,2,,71,,8149985,13859919
"Lil Wayne - I Do It (ft. Big Sean, Lil Baby)",2,,70,,8276505,13837710
A$AP Rocky - HELICOPTER,1,,49,,13837156,13837156
Trippie Redd - 6 Kiss,2,,58,,8279539,13824212
Kid Cudi - The Adventures of Moon Man & Slim Shady,2,,67,,9181893,13821822
NEIKED - Sexual,6,,137,,2642120,13813585
NAV - Never Sleep,2,,101,,7815794,13812029
Taylor Swift - evermore,1,,43,,13810722,13810722
Shindy - Drama 10,2,,59,,8549960,13807389
Michael Jackson - Smooth Criminal - 2012 Remaster,1,,65,,13802697,13802697
Doja Cat - Juicy,3,,171,,4682996,13798364
BeyoncÃ© - DAUGHTER,1,,56,,13778883,13778883
ZAYN - iT's YoU,5,,57,,3956703,13767631
Gwen Stefani - Baby Don't Lie,8,,69,,2303205,13766372
One Direction - Olivia,4,,41,,6190940,13759487
Â¥$ - KEYS TO MY LIFE,1,,64,,13713012,13713012
Alan Walker - The Spectre,4,,177,,3560748,13709297
Lady Gaga - I'll Never Love Again - Film Version,3,,156,,4623771,13697858
Ariana Grande - past life,1,,61,,13673843,13673843
Migos - BBO (Bad Bitches Only),2,,55,,9035628,13658025
Jason Derulo - CoÃ±o,3,,176,,4676754,13625971
RM - LOST!,1,,64,,13610233,13610233
Pop Smoke - Demeanor,2,,72,,8349976,13595594
Taylor Swift - long story short,1,,45,,13583538,13583538
Enrique Iglesias - Bailando - English Version,10,,48,,2759435,13582519
Sigala - Say You Do,6,,136,,2455745,13580849
Guilherme & Benuto - Haja ColÃ­rio,2,,187,,6807866,13580265
Rita Ora - Body on Me,7,,96,,2284158,13572893
Ariana Grande - goodnight n go,2,,51,,8917678,13549672
Piso 21 - Puntos Suspensivos,3,,151,,4882283,13544517
BeyoncÃ© - SPAGHETTII,1,,58,,13533767,13533767
Raaban - Russian Roulette,7,,134,,2111951,13532760
Â¥$ - PAPERWORK,1,,67,,13503054,13503054
Pop Smoke - AP - Music from the film Boogie,2,,64,,8025314,13487647
Travis Scott - KICK OUT,1,,59,,13484594,13484594
Tyga - Dip,3,,158,,4815465,13483765
Lady Gaga - Do What U Want,8,,17,,2305485,13456034
Drake - Members Only,1,,58,,13441437,13441437
Queen - We Are The Champions - Remastered 2011,3,,168,,4598514,13433114
Marlon Roudette - When The Beat Drops Out,8,,79,,2685472,13421590
Playboi Carti - TRIM,1,,77,,13417583,13417583
NF - Lie,3,,132,,4806415,13416937
OMI - Cheerleader - Felix Jaehn vs Salaam Remi Remix,2,,25,,6756105,13410315
LuÃ­sa Sonza - CACHORRINHAS,2,,109,,7214400,13408802
Frank Ocean - Chanel,3,,93,,5350115,13389672
Selena Gomez - De Una Vez,2,,66,,8196086,13382653
Alesso - Cool,14,,108,,1938099,13360268
Imagine Dragons - Sharks,2,,111,,7295122,13356629
Conrad Sewell - Hold Me Up,7,,114,,2178160,13348820
Lorde - Liability,3,,94,,5321334,13338839
Lorde - Perfect Places,3,,93,,5382751,13337000
Saweetie - My Type,3,,168,,4582187,13333839
Noah Kahan - Downfall,1,,74,,13327353,13327353
Taylor Swift - We Are Never Ever Getting Back Together (Taylor's Version),1,,39,,13326265,13326265
Queen - Crazy Little Thing Called Love - Remastered 2011,3,,162,,4836688,13306774
Fall Out Boy - It Feels Like Christmas (Spotify Singles Holiday),1,,96,,13305785,13305785
Martin Solveig - Do It Right,6,,153,,2461887,13290618
Julia Michaels - Uh Huh,4,,146,,3933773,13278689
Huncho Jack - Dubai Shit,3,,105,,5923537,13265921
Drake - Digital Dash,6,,85,,2717313,13263437
MEDUZA - Bad Memories,2,,199,,6748442,13244341
BTS - IDOL,2,,50,,8513435,13239450
J. Cole - Foldin Clothes,2,,34,,9711663,13233204
Olly Murs - You Don't Know Love,6,,168,,2331770,13232594
Michael BublÃ© - Winter Wonderland,1,,117,,13226704,13226704
BeyoncÃ© - 16 CARRIAGES,1,,66,,13218830,13218830
Drake - Currents,1,,38,,13205946,13205946
Capital Bra - Nicht verdient,2,,69,,8289128,13202042
Major Lazer - Boom,6,,156,,2416031,13195181
Drake - Since Way Back,2,,72,,8358760,13191272
Morat - ParÃ­s,2,,130,,6968982,13186691
Justin Bieber - All In It,5,,75,,4174683,13163714
Ariana Grande - pete davidson,2,,52,,8723515,13150600
Dua Lipa - These Walls,1,,75,,13104607,13104607
Sub Urban - Cradles,3,,192,,4545934,13099396
The Weeknd - Enjoy The Show,1,,81,,13078981,13078981
Playboi Carti - CRANK,1,,86,,13046754,13046754
One Direction - A.M.,4,,48,,5664181,13035397
Taylor Swift - Never Grow Up (Taylor's Version),1,,71,,13030078,13030078
Eminem - Antichrist,1,,75,,13012310,13012310
XXXTENTACION - bad vibes forever,2,,98,,7148151,13009351
Joji - Your Man,2,,77,,7764823,12998159
Don Toliver - ATM,1,,67,,12997239,12997239
Rae Sremmurd - Throw Sum Mo,11,,99,,1978100,12994341
Macklemore & Ryan Lewis - Same Love,9,,25,,1719237,12990482
J. Cole - 4 Your Eyez Only,2,,36,,9455773,12973238
Imagine Dragons - Shots,8,,100,,2192290,12965053
Loredana - Kein Plan,2,,74,,7390914,12964946
Maroon 5 - It Was Always You,7,,42,,3010512,12955909
Juice WRLD - Make Believe,2,,78,,7642973,12948368
Bad Bunny - Puesto Pa' Guerrial,2,,104,,7582895,12942864
Taylor Swift - Treacherous (Taylor's Version),1,,42,,12923909,12923909
XXXTENTACION - I donât even speak spanish lol,2,,63,,7887553,12918082
Bad Bunny - HOY COBRÃ,1,,41,,12914431,12914431
Katy Perry - Cozy Little Christmas,2,,163,,6652130,12910536
Adele - Love Is A Game,1,,43,,12906942,12906942
Kanye West - Every Hour,1,,31,,12900186,12900186
"Tyler, The Creator - Tomorrow",1,,82,,12877575,12877575
Kendrick Lamar - Mr. Morale,1,,53,,12872010,12872010
Mason Ramsey - Famous,2,,85,,7240523,12863766
Banda MS de Sergio LizÃ¡rraga - QuÃ© MaldiciÃ³n,2,,71,,7877129,12848688
Rita Ora - Poison,7,,69,,2802666,12844876
Lil Peep - Save That Shit,3,,97,,5407284,12842499
Jung Kook - Closer to You,1,,50,,12835896,12835896
Rudimental - Sun Comes Up,4,,170,,3304099,12833526
Drake - No Tellin',7,,48,,3437523,12828326
SZA - Hit Different,2,,72,,7762540,12812403
Â¥$ - VULTURES,1,,75,,12788706,12788706
Taylor Swift - cowboy like me,1,,53,,12782098,12782098
Joyner Lucas - Your Heart,2,,84,,7564368,12781969
Sidhu Moose Wala - 295,2,,141,,6760335,12769116
Meek Mill - Sharing Locations,2,,121,,6894638,12764821
Pitbull - We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],5,,32,,2977783,12754745
Ozuna - Del Mar,2,,83,,7050633,12748732
Iggy Azalea - Fancy,4,,43,,3428102,12743766
Flipperachi - FA9LA,1,,74,,12741425,12741425
Kanye West - God Is,1,,34,,12735722,12735722
Bryant Myers - Tanta Falta,3,,168,,4394994,12731471
Playboi Carti - WE NEED ALL DA VIBES,1,,89,,12718928,12718928
Jung Kook - Somebody,1,,52,,12710025,12710025
Ninho - Lettre Ã une femme,2,,126,,6813388,12708631
Paloma Mami - FingÃ­as,2,,80,,7397572,12701721
Burl Ives - Christmas Child,1,,100,,12679140,12679140
ROSALÃA - Divinize,1,,56,,12671471,12671471
Luke Combs - The Kind of Love We Make,2,,128,,6809037,12670493
cakal - Ä°mdat,2,,97,,6855775,12664655
Bad Bunny - MALDITA POBREZA,1,,44,,12660806,12660806
Kendrick Lamar - Crown,1,,54,,12654671,12654671
DJ Khaled - Wish Wish,2,,94,,7239134,12652972
BeyoncÃ© - MOOD 4 EVA,2,,62,,8226052,12651284
J. Cole - t h e . c l i m b . b a c k,1,,36,,12648655,12648655
Twenty One Pilots - Morph,2,,63,,8522626,12618211
The Weeknd - Starry Eyes,1,,35,,12612116,12612116
BeyoncÃ© - I'M THAT GIRL,1,,33,,12611288,12611288
Seeb - What Do You Love,5,,135,,2845639,12604589
Kanye West - Water,1,,35,,12604488,12604488
Chance the Rapper - I Might Need Security,2,,58,,8221827,12601804
MarÃ­lia MendonÃ§a - Ciumeira - Ao Vivo,3,,168,,4279596,12590620
Young Thug - Chanel (Go Get It),3,,155,,4474120,12584012
benny blanco - You,2,,89,,7237152,12580090
Drake - Drew A Picasso,1,,69,,12574912,12574912
Sofia Carson - Come Back Home,2,,133,,6765296,12560179
Linkin Park - Over Each Other,1,,82,,12550313,12550313
Bad Bunny - EL MUNDO ES MÃO,1,,48,,12507010,12507010
Dua Lipa - Pretty Please,2,,69,,8165948,12470982
John Legend - All of Me,3,,31,,4209858,12456866
Jung Kook - Shot Glass of Tears,1,,56,,12445444,12445444
Bonez MC - Angeklagt,2,,91,,7217633,12443897
Michael Jackson - They Don't Care About Us,1,,92,,12436904,12436904
MERO - Baller los,2,,96,,6741201,12435927
Lauv - Who,2,,113,,7429546,12434298
Rudimental - Let Me Live,3,,160,,4459041,12428973
mgk - emo girl,2,,111,,6786243,12414063
Drake - Another Late Night,1,,70,,12406355,12406355
Kevin Gates - Thinking with My Dick,2,,128,,6224826,12404547
Red Velvet - Feel My Rhythm,2,,114,,6841560,12403885
Marshmello - Tongue Tied,2,,72,,7250495,12402011
Drake - All The Parties,1,,71,,12400847,12400847
Joji - Daylight,2,,99,,6819838,12376309
BeyoncÃ© - YA YA,1,,74,,12374769,12374769
The Avener - Fade Out Lines - The Avener Rework,9,,98,,2013563,12363910
Khalid - Self,2,,112,,6377533,12363899
Drake - 6 God,6,,49,,3351665,12342073
Luude - Down Under,2,,111,,6502372,12331392
Thomas Rhett - Craving You,4,,173,,3282546,12330043
Drake - F*****g Fans,1,,50,,12312466,12312466
Martin Garrix - Animals,6,,17,,2312424,12303018
Reynmen - Ela,2,,101,,7025162,12299714
Juice WRLD - Maze,2,,82,,7328165,12296255
Playboi Carti - JUMPIN,1,,92,,12294435,12294435
Lana Del Rey - Fuck it I love you,2,,79,,7129257,12285060
J Balvin - MOJAITA,2,,79,,7771683,12284495
Twenty One Pilots - Cancer,4,,86,,4154489,12260215
Drake - Keep The Family Close,4,,72,,4577176,12258928
Drake - Flight's Booked,1,,49,,12250742,12250742
Dave - Clash,2,,99,,6825463,12250647
Taylor Swift - marjorie,1,,57,,12234761,12234761
Capital Bra - Rolex,2,,88,,7557272,12233039
Dan + Shay - Tequila,3,,179,,4364020,12224706
Tyga - Haute,2,,84,,7143280,12203291
BTS - Born Singer,1,,43,,12201544,12201544
BANKS - Beggin For Thread,9,,106,,1651252,12197929
Noah Kahan - Willing and Able,1,,95,,12192227,12192227
Trippie Redd - Who Needs Love,2,,82,,6966774,12190442
Adele - Chasing Pavements,2,,103,,6904217,12187261
Dreamville - Down Bad,2,,97,,6622779,12180808
BTS - The Truth Untold,2,,60,,7777219,12177520
Pop Smoke - Something Special,2,,79,,7634780,12170360
SZA - Notice Me,1,,78,,12169328,12169328
The Weeknd - Niagara Falls,1,,102,,12161260,12161260
Drake - I Guess Itâs Fuck Me,1,,69,,12159077,12159077
Drake - You Broke My Heart,1,,56,,12157924,12157924
K/DA - THE BADDEST,2,,82,,7506484,12148541
ScHoolboy Q - Floating,2,,79,,7299902,12143988
Justin Bieber - DEVOTION,1,,84,,12143937,12143937
Playboi Carti - MUNYUN,1,,94,,12143326,12143326
DJ Khaled - To the Max,2,,55,,7833443,12141803
SZA - Gone Girl,1,,79,,12135149,12135149
aespa - Savage,2,,118,,6283477,12134598
Metro Boomin - Metro Spider,1,,73,,12133395,12133395
Kanye West - Real Friends,4,,68,,4248774,12122370
TINI - La Loto,2,,157,,6354408,12113466
Metro Boomin - Around Me,1,,74,,12099572,12099572
21 Savage - sneaky,1,,69,,12097600,12097600
XXXTENTACION - Sauce!,2,,81,,7263382,12091872
Quevedo - Sin SeÃ±al,2,,189,,6076210,12088229
Future - Slimed In,1,,85,,12086994,12086994
Jung Kook - Too Sad to Dance,1,,59,,12083479,12083479
Smokepurpp - Nephew,3,,179,,4062276,12077969
Nina Chuba - Wildberry Lillet,2,,186,,6089293,12066537
Bryson Tiller - Whatever She Wants [BONUS],1,,74,,12062729,12062729
Playboi Carti - COCAINE NOSE,1,,95,,12060317,12060317
Lil Uzi Vert - That Way,1,,49,,12059592,12059592
Tayler Buono - Technically Single,5,,147,,2520661,12046955
Logic - One Day,2,,66,,7421692,12028367
MC Levin - Ela me Falou Que Quer Rave,2,,157,,6247427,12012865
J. Cole - Crocodile Tearz,1,,75,,12011369,12011369
Duki - Antes de Perderte,2,,173,,6108095,12011206
Sam Hunt - Break Up In A Small Town,6,,118,,2134557,12010999
Drake - Redemption,4,,82,,4032182,12010749
J Balvin - Tu Veneno,2,,128,,6007541,12004231
Drake - Weston Road Flows,4,,76,,4308751,12003640
21 Savage - pop ur shit,1,,72,,12001122,12001122
Twenty One Pilots - Drag Path,1,,57,,11996155,11996155
BeyoncÃ© - BLACK PARADE,2,,90,,6518407,11993214
Stromae - Lâenfer,2,,113,,6463632,11990837
Cardi B - Best Life,2,,75,,7241438,11985346
Migos - Kelly Price,3,,101,,4579765,11984167
Juice WRLD - Let Me Know (I Wonder Why Freestyle),2,,102,,7268666,11970198
Taylor Swift - Bad Blood,1,,75,,11969440,11969440
Normani - Wild Side,2,,110,,6589014,11955256
BeyoncÃ© - CHURCH GIRL,1,,39,,11954423,11954423
Diplo - Get It Right,3,,143,,4310692,11945548
Contiez - Trumpsta - Djuro Remix,10,,31,,1349986,11923066
Adele - All I Ask,2,,116,,6663415,11918358
BLACKPINK - Ready For Love,1,,45,,11917660,11917660
Anitta - Indecente,3,,147,,4343129,11902809
Taylor Swift - Innocent (Taylor's Version),1,,85,,11897209,11897209
Linkin Park - Cut the Bridge,1,,92,,11895601,11895601
Hunter Hayes - 21,9,,121,,1837538,11895050
"Tyler, The Creator - Sucka Free",1,,83,,11888588,11888588
Noah Kahan - Haircut,1,,102,,11877296,11877296
CORTIS - REDRED,1,,103,,11849738,11849738
Drake - Scholarships,6,,97,,2415422,11812242
Â¥$ - BEG FORGIVENESS,1,,89,,11802992,11802992
Cardi B - Bickenhead,2,,78,,7135110,11802101
benny blanco - Graduation,2,,91,,6927146,11801530
SZA - F2F,1,,86,,11791864,11791864
Playboi Carti - OLYMPIAN,1,,97,,11791535,11791535
Eno - Blackberry Sky,2,,96,,6705582,11790488
Wiz Khalifa - We Dem Boyz,11,,116,,1220270,11788333
Kendrick Lamar - Auntie Diaries,1,,61,,11787814,11787814
Mac Miller - Circles,1,,49,,11781966,11781966
Annalisa - Sinceramente,1,,90,,11744002,11744002
Bad Bunny - BENDICIONES,2,,82,,7094892,11734889
Tate McRae - run for the hills,1,,90,,11728242,11728242
NewJeans - ASAP,1,,65,,11724653,11724653
Eminem - Survival,7,,16,,2440282,11717925
Noah Kahan - Paid Time Off,1,,106,,11708005,11708005
Alesso - Is That For Me,3,,121,,4562946,11685504
ROSALÃA - Porcelana,1,,73,,11680770,11680770
Justin Bieber - FIRST PLACE,1,,91,,11671608,11671608
Justin Bieber - One Time,1,,108,,11660393,11660393
HAVEN. - I Run,1,,74,,11657009,11657009
J. Cole - h u n g e r . o n . h i l l s i d e,1,,48,,11647489,11647489
Juice WRLD - In My Head,1,,63,,11645626,11645626
Capital Bra - Zombie,2,,99,,7199130,11645314
Taylor Swift - Better Man (Taylor's Version) (From The Vault),1,,50,,11640267,11640267
Nimo - KARMA,2,,89,,6540026,11637598
Trippie Redd - Holy Smokes,2,,116,,6464206,11637422
Zara Larsson - So Good,3,,90,,4900683,11630500
Taylor Swift - I Almost Do (Taylor's Version),1,,51,,11629343,11629343
Ivete Sangalo - Macetando,1,,92,,11626550,11626550
Rita Ora - I Will Never Let You Down,5,,45,,2397945,11601293
Cardi B - Get Up 10,2,,66,,7531048,11595950
Lady Gaga - Perfect Celebrity,1,,82,,11593513,11593513
Eminem - Guilty Conscience 2,1,,102,,11580714,11580714
Bonez MC - Roadrunner,2,,78,,6977305,11573467
The Weeknd - Opening Night,1,,113,,11570862,11570862
J. Cole - Two Six,1,,97,,11567103,11567103
Shindy - DODI,2,,86,,7149748,11557442
Metro Boomin - Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],1,,79,,11552254,11552254
Logic - Overnight,2,,58,,7712064,11551966
Playboi Carti - TWIN TRIM,1,,101,,11542697,11542697
The Cratez - Honda Civic,2,,81,,7069221,11536368
PARTYNEXTDOOR - MOTH BALLS,1,,99,,11535965,11535965
Taylor Swift - Ours (Taylorâs Version),1,,89,,11532310,11532310
One Direction - You & I,3,,29,,8991878,11531145
DJ Khaled - Don't Quit,2,,59,,7298953,11504400
Bruno Mars - Why You Wanna Fight?,1,,78,,11492627,11492627
BeyoncÃ© - COZY,1,,50,,11489580,11489580
Ufo361 - Emotions,2,,85,,6586138,11488098
Avicii - Gonna Love Ya,6,,114,,2224265,11473279
J. Cole - FRIENDS,1,,47,,11471773,11471773
MÃ¥neskin - CORALINE,2,,127,,6228726,11470539
Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix / Radio Edit,11,,50,,1145488,11465504
BeyoncÃ© - BROWN SKIN GIRL,2,,104,,6553492,11457783
Trueno - FEEL ME??,2,,163,,5908604,11447190
Jamie Lawson - Wasn't Expecting That,7,,159,,1701700,11441563
21 Savage - dangerous,1,,81,,11437647,11437647
ROSALÃA - Dios Es Un Stalker,1,,79,,11433777,11433777
Fedez - BATTITO,1,,102,,11430487,11430487
Future - F*ck Up Some Commas,8,,134,,1681625,11418719
Logic - Midnight,2,,66,,7257929,11411874
Angelina Mango - La noia,1,,95,,11411679,11411679
Future - Life Is Good,2,,128,,6143239,11403590
21 Savage - 3AM on Glenwood,1,,74,,11386762,11386762
BIGBANG - Still Life,2,,148,,5944671,11383736
Matt Terry - Sucker for You,3,,176,,3886564,11382364
"Lana Del Rey - Henry, come on",1,,85,,11381780,11381780
"Tyler, The Creator - LEMONHEAD",1,,47,,11380679,11380679
Harry Styles - Cherry,1,,45,,11371850,11371850
Drake - The Remorse,1,,57,,11368884,11368884
Jonas Brothers - X,2,,92,,6344615,11363207
Tate McRae - ANYTHING BUT LOVE,1,,77,,11354178,11354178
XXXTENTACION - I donât let go,1,,39,,11353192,11353192
Duki - Unfollow,2,,149,,5871053,11344450
Peso Pluma - VVS,1,,79,,11328963,11328963
Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!,1,,124,,11320306,11320306
Bad Bunny - Una Velita,1,,104,,11319074,11319074
J. Cole - She's Mine Pt. 2,2,,40,,8440556,11316640
Lana Del Rey - Chemtrails Over The Country Club,2,,138,,5892021,11310837
j-hope - NEURON,1,,94,,11307544,11307544
Future - Claustrophobic,1,,94,,11306391,11306391
ROSÃ - Messy (From F1Â® The Movie),1,,90,,11304588,11304588
Kanye West - Wolves,4,,70,,4043543,11304187
Bad Bunny - ANTES QUE SE ACABE,1,,53,,11298839,11298839
Mumford & Sons - Snake Eyes,5,,80,,3198085,11298229
Linkin Park - Up From the Bottom,1,,88,,11278768,11278768
A$AP Rocky - STOLE YA FLOW,1,,91,,11265777,11265777
Coleman Hell - 2 Heads,11,,134,,1629920,11265663
KAJ - Bara Bada Bastu,1,,88,,11259586,11259586
Taylor Swift - closure,1,,70,,11245393,11245393
Michael Jackson - Human Nature,1,,117,,11236751,11236751
BeyoncÃ© - PROTECTOR,1,,95,,11235625,11235625
Michelle Williams - Tightrope,3,,189,,3834453,11232588
Lady Gaga - Zombieboy,1,,95,,11231320,11231320
Migos - Gang Gang,2,,80,,6973684,11229529
